Date,Product,City,Quantity,Price
2024-02-16,Laptop,Lahore,11,75000
2024-02-16,Laptop,Islamabad,8,75000
2024-02-16,Laptop,Multan,22,75000
2024-02-16,Headphones,Quetta,4,8000
2024-02-16,Monitor,Islamabad,11,25000
2024-02-16,Headphones,Lahore,8,8000
2024-02-16,Monitor,Karachi,9,25000
2024-02-16,Headphones,Multan,2,8000
2024-02-16,Headphones,Quetta,16,8000
2024-02-16,Tablet,Islamabad,6,35000
2024-02-17,Headphones,Multan,21,8000
2024-02-17,Phone,Peshawar,21,45000
2024-02-17,Tablet,Karachi,19,35000
2024-02-17,Headphones,Islamabad,8,8000
2024-02-17,Laptop,Peshawar,14,75000
2024-02-17,Phone,Lahore,24,45000
2024-02-17,Phone,Peshawar,16,45000
2024-02-17,Phone,Islamabad,12,45000
2024-02-17,Tablet,Islamabad,5,35000
2024-02-17,Headphones,Lahore,24,8000
2024-02-17,Headphones,Peshawar,24,8000
2024-02-17,Laptop,Peshawar,19,75000
2024-02-17,Laptop,Lahore,18,75000
2024-02-17,Phone,Peshawar,9,45000
2024-02-18,Laptop,Multan,2,75000
2024-02-18,Tablet,Lahore,20,35000
2024-02-18,Headphones,Karachi,12,8000
2024-02-18,Phone,Islamabad,2,45000
2024-02-18,Laptop,Karachi,10,75000
2024-02-18,Tablet,Multan,1,35000
2024-02-18,Tablet,Multan,4,35000
2024-02-18,Laptop,Quetta,12,75000
2024-02-18,Headphones,Quetta,9,8000
2024-02-18,Laptop,Quetta,4,75000
2024-02-18,Phone,Lahore,9,45000
2024-02-18,Laptop,Peshawar,6,75000
2024-02-18,Tablet,Multan,1,35000
2024-02-18,Laptop,Karachi,10,75000
2024-02-19,Headphones,Karachi,14,8000
2024-02-19,Monitor,Karachi,22,25000
2024-02-19,Laptop,Karachi,18,75000
2024-02-19,Headphones,Quetta,6,8000
2024-02-19,Headphones,Karachi,18,8000
2024-02-19,Tablet,Peshawar,20,35000
2024-02-19,Headphones,Quetta,16,8000
2024-02-19,Headphones,Karachi,15,8000
2024-02-19,Headphones,Lahore,16,8000
2024-02-19,Headphones,Islamabad,8,8000
2024-02-19,Phone,Islamabad,13,45000
2024-02-19,Phone,Islamabad,23,45000
2024-02-19,Tablet,Quetta,11,35000
2024-02-20,Laptop,Karachi,7,75000
2024-02-20,Headphones,Multan,17,8000
2024-02-20,Laptop,Multan,18,75000
2024-02-20,Laptop,Multan,22,75000
2024-02-20,Tablet,Quetta,23,35000
2024-02-20,Headphones,Peshawar,19,8000
2024-02-20,Headphones,Lahore,13,8000
2024-02-20,Monitor,Lahore,15,25000
2024-02-20,Laptop,Islamabad,23,75000
2024-02-20,Laptop,Islamabad,22,75000
2024-02-20,Phone,Multan,22,45000
2024-02-20,Monitor,Multan,1,25000
2024-02-20,Phone,Islamabad,16,45000
2024-02-20,Phone,Karachi,5,45000
2024-02-21,Phone,Peshawar,3,45000
2024-02-21,Tablet,Peshawar,23,35000
2024-02-21,Tablet,Peshawar,10,35000
2024-02-21,Phone,Peshawar,19,45000
2024-02-21,Monitor,Islamabad,5,25000
2024-02-21,Laptop,Lahore,7,75000
2024-02-21,Monitor,Islamabad,14,25000
2024-02-21,Headphones,Peshawar,3,8000
2024-02-21,Tablet,Islamabad,13,35000
2024-02-21,Laptop,Peshawar,13,75000
2024-02-21,Laptop,Quetta,10,75000
2024-02-21,Headphones,Multan,2,8000
2024-02-21,Headphones,Lahore,6,8000
2024-02-21,Phone,Quetta,8,45000
2024-02-22,Tablet,Karachi,4,35000
2024-02-22,Tablet,Islamabad,12,35000
2024-02-22,Monitor,Karachi,15,25000
2024-02-22,Phone,Islamabad,8,45000
2024-02-22,Phone,Multan,7,45000
2024-02-22,Phone,Quetta,14,45000
2024-02-22,Phone,Multan,23,45000
2024-02-22,Tablet,Peshawar,19,35000
2024-02-22,Tablet,Multan,14,35000
2024-02-22,Phone,Multan,22,45000
2024-02-22,Monitor,Peshawar,13,25000
2024-02-22,Laptop,Islamabad,21,75000
2024-02-22,Laptop,Peshawar,1,75000
2024-02-23,Monitor,Quetta,19,25000
2024-02-23,Phone,Multan,1,45000
2024-02-23,Tablet,Peshawar,4,35000
2024-02-23,Laptop,Multan,10,75000
2024-02-23,Headphones,Quetta,3,8000
2024-02-23,Headphones,Karachi,20,8000
2024-02-23,Monitor,Quetta,9,25000
2024-02-23,Phone,Lahore,3,45000
2024-02-23,Laptop,Lahore,6,75000
2024-02-23,Phone,Lahore,6,45000
2024-02-23,Laptop,Multan,23,75000
2024-02-23,Monitor,Islamabad,12,25000
2024-02-23,Monitor,Islamabad,23,25000
2024-02-23,Headphones,Islamabad,1,8000
2024-02-24,Phone,Multan,16,45000
2024-02-24,Headphones,Quetta,24,8000
2024-02-24,Phone,Islamabad,5,45000
2024-02-24,Headphones,Karachi,9,8000
2024-02-24,Tablet,Lahore,10,35000
2024-02-24,Tablet,Quetta,13,35000
2024-02-24,Tablet,Lahore,15,35000
2024-02-24,Tablet,Islamabad,12,35000
2024-02-24,Laptop,Quetta,5,75000
2024-02-24,Tablet,Peshawar,5,35000
2024-02-24,Monitor,Karachi,18,25000
2024-02-24,Monitor,Islamabad,12,25000
2024-02-24,Laptop,Islamabad,3,75000
2024-02-24,Tablet,Karachi,7,35000
2024-02-25,Tablet,Karachi,17,35000
2024-02-25,Tablet,Peshawar,19,35000
2024-02-25,Headphones,Islamabad,18,8000
2024-02-25,Phone,Multan,1,45000
2024-02-25,Headphones,Islamabad,24,8000
2024-02-25,Phone,Lahore,5,45000
2024-02-25,Tablet,Quetta,2,35000
2024-02-25,Tablet,Quetta,1,35000
2024-02-25,Headphones,Lahore,7,8000
2024-02-25,Headphones,Quetta,11,8000
2024-02-25,Phone,Karachi,11,45000
2024-02-25,Monitor,Quetta,18,25000
2024-02-25,Phone,Quetta,17,45000
2024-02-26,Headphones,Lahore,2,8000
2024-02-26,Headphones,Peshawar,7,8000
2024-02-26,Laptop,Quetta,7,75000
2024-02-26,Headphones,Multan,10,8000
2024-02-26,Laptop,Quetta,22,75000
2024-02-26,Monitor,Peshawar,21,25000
2024-02-26,Phone,Lahore,3,45000
2024-02-26,Phone,Peshawar,12,45000
2024-02-26,Laptop,Lahore,3,75000
2024-02-26,Phone,Karachi,11,45000
2024-02-26,Headphones,Lahore,12,8000
2024-02-26,Tablet,Karachi,4,35000
2024-02-26,Laptop,Karachi,16,75000
2024-02-26,Phone,Lahore,20,45000
2024-02-27,Laptop,Multan,18,75000
2024-02-27,Laptop,Islamabad,4,75000
2024-02-27,Tablet,Lahore,22,35000
2024-02-27,Headphones,Quetta,6,8000
2024-02-27,Laptop,Multan,21,75000
2024-02-27,Phone,Multan,15,45000
2024-02-27,Monitor,Quetta,1,25000
2024-02-27,Laptop,Islamabad,3,75000
2024-02-27,Laptop,Multan,5,75000
2024-02-27,Tablet,Karachi,22,35000
2024-02-27,Headphones,Islamabad,17,8000
2024-02-27,Monitor,Quetta,14,25000
2024-02-27,Phone,Islamabad,9,45000
2024-02-27,Monitor,Lahore,3,25000
2024-02-28,Phone,Islamabad,13,45000
2024-02-28,Headphones,Karachi,3,8000
2024-02-28,Phone,Lahore,11,45000
2024-02-28,Tablet,Peshawar,2,35000
2024-02-28,Tablet,Quetta,24,35000
2024-02-28,Tablet,Quetta,15,35000
2024-02-28,Tablet,Islamabad,13,35000
2024-02-28,Monitor,Multan,19,25000
2024-02-28,Headphones,Lahore,22,8000
2024-02-28,Phone,Peshawar,16,45000
2024-02-28,Phone,Lahore,18,45000
2024-02-28,Tablet,Quetta,7,35000
2024-02-28,Tablet,Lahore,13,35000
2024-02-28,Laptop,Peshawar,4,75000
2024-02-29,Headphones,Multan,9,8000
2024-02-29,Monitor,Islamabad,10,25000
2024-02-29,Phone,Karachi,9,45000
2024-02-29,Laptop,Lahore,7,75000
2024-02-29,Laptop,Karachi,15,75000
2024-02-29,Phone,Quetta,8,45000
2024-02-29,Monitor,Islamabad,19,25000
2024-02-29,Laptop,Islamabad,11,75000
2024-02-29,Laptop,Lahore,5,75000
2024-02-29,Headphones,Multan,2,8000
2024-02-29,Monitor,Islamabad,10,25000
2024-02-29,Laptop,Lahore,16,75000
2024-02-29,Monitor,Lahore,23,25000
2024-03-01,Phone,Karachi,13,45000
2024-03-01,Tablet,Islamabad,8,35000
2024-03-01,Laptop,Lahore,9,75000
2024-03-01,Headphones,Karachi,11,8000
2024-03-01,Phone,Peshawar,11,45000
2024-03-01,Monitor,Karachi,23,25000
2024-03-01,Phone,Karachi,16,45000
2024-03-01,Laptop,Lahore,10,75000
2024-03-01,Monitor,Quetta,24,25000
2024-03-01,Tablet,Quetta,12,35000
2024-03-01,Phone,Multan,6,45000
2024-03-01,Laptop,Quetta,12,75000
2024-03-01,Headphones,Karachi,10,8000
2024-03-01,Monitor,Multan,18,25000
2024-03-02,Phone,Lahore,18,45000
2024-03-02,Phone,Islamabad,4,45000
2024-03-02,Tablet,Karachi,9,35000
2024-03-02,Tablet,Karachi,7,35000
2024-03-02,Headphones,Multan,18,8000
2024-03-02,Headphones,Lahore,8,8000
2024-03-02,Laptop,Peshawar,11,75000
2024-03-02,Laptop,Karachi,7,75000
2024-03-02,Headphones,Peshawar,9,8000
2024-03-02,Headphones,Peshawar,8,8000
2024-03-02,Monitor,Quetta,3,25000
2024-03-02,Tablet,Lahore,17,35000
2024-03-02,Laptop,Peshawar,2,75000
2024-03-02,Tablet,Lahore,15,35000
2024-03-03,Tablet,Quetta,14,35000
2024-03-03,Headphones,Lahore,18,8000
2024-03-03,Monitor,Karachi,16,25000
2024-03-03,Phone,Peshawar,20,45000
2024-03-03,Monitor,Lahore,22,25000
2024-03-03,Monitor,Islamabad,4,25000
2024-03-03,Tablet,Lahore,20,35000
2024-03-03,Monitor,Peshawar,6,25000
2024-03-03,Laptop,Quetta,6,75000
2024-03-03,Tablet,Quetta,11,35000
2024-03-03,Laptop,Peshawar,17,75000
2024-03-03,Phone,Karachi,24,45000
2024-03-03,Tablet,Karachi,3,35000
2024-03-04,Phone,Quetta,13,45000
2024-03-04,Tablet,Quetta,22,35000
2024-03-04,Headphones,Peshawar,3,8000
2024-03-04,Monitor,Karachi,16,25000
2024-03-04,Headphones,Quetta,15,8000
2024-03-04,Phone,Karachi,11,45000
2024-03-04,Monitor,Quetta,18,25000
2024-03-04,Tablet,Lahore,15,35000
2024-03-04,Monitor,Islamabad,5,25000
2024-03-04,Laptop,Multan,16,75000
2024-03-04,Monitor,Lahore,16,25000
2024-03-04,Laptop,Multan,17,75000
2024-03-04,Monitor,Quetta,9,25000
2024-03-04,Laptop,Islamabad,23,75000
2024-03-05,Phone,Islamabad,3,45000
2024-03-05,Headphones,Quetta,20,8000
2024-03-05,Tablet,Quetta,13,35000
2024-03-05,Monitor,Karachi,22,25000
2024-03-05,Headphones,Quetta,3,8000
2024-03-05,Tablet,Peshawar,7,35000
2024-03-05,Tablet,Quetta,6,35000
2024-03-05,Laptop,Peshawar,9,75000
2024-03-05,Phone,Quetta,12,45000
2024-03-05,Phone,Karachi,15,45000
2024-03-05,Headphones,Peshawar,21,8000
2024-03-05,Phone,Lahore,20,45000
2024-03-05,Monitor,Peshawar,3,25000
2024-03-05,Phone,Karachi,10,45000
2024-03-06,Headphones,Multan,1,8000
2024-03-06,Phone,Peshawar,19,45000
2024-03-06,Monitor,Quetta,19,25000
2024-03-06,Laptop,Quetta,23,75000
2024-03-06,Headphones,Multan,23,8000
2024-03-06,Laptop,Karachi,13,75000
2024-03-06,Laptop,Islamabad,12,75000
2024-03-06,Laptop,Quetta,1,75000
2024-03-06,Tablet,Lahore,19,35000
2024-03-06,Tablet,Karachi,24,35000
2024-03-06,Laptop,Peshawar,16,75000
2024-03-06,Headphones,Peshawar,23,8000
2024-03-06,Monitor,Lahore,23,25000
2024-03-07,Monitor,Quetta,15,25000
2024-03-07,Phone,Karachi,16,45000
2024-03-07,Headphones,Lahore,11,8000
2024-03-07,Tablet,Quetta,24,35000
2024-03-07,Laptop,Karachi,6,75000
2024-03-07,Phone,Peshawar,11,45000
2024-03-07,Monitor,Karachi,3,25000
2024-03-07,Tablet,Multan,15,35000
2024-03-07,Tablet,Islamabad,1,35000
2024-03-07,Laptop,Karachi,7,75000
2024-03-07,Monitor,Islamabad,1,25000
2024-03-07,Headphones,Karachi,17,8000
2024-03-07,Tablet,Islamabad,9,35000
2024-03-07,Laptop,Multan,23,75000
2024-03-08,Headphones,Peshawar,13,8000
2024-03-08,Monitor,Quetta,11,25000
2024-03-08,Tablet,Islamabad,20,35000
2024-03-08,Headphones,Multan,6,8000
2024-03-08,Headphones,Islamabad,1,8000
2024-03-08,Headphones,Peshawar,7,8000
2024-03-08,Tablet,Islamabad,12,35000
2024-03-08,Tablet,Multan,22,35000
2024-03-08,Phone,Multan,20,45000
2024-03-08,Monitor,Lahore,23,25000
2024-03-08,Laptop,Peshawar,19,75000
2024-03-08,Headphones,Lahore,17,8000
2024-03-08,Phone,Peshawar,4,45000
2024-03-08,Laptop,Islamabad,3,75000
2024-03-09,Phone,Multan,1,45000
2024-03-09,Tablet,Lahore,18,35000
2024-03-09,Headphones,Islamabad,21,8000
2024-03-09,Laptop,Multan,15,75000
2024-03-09,Laptop,Peshawar,8,75000
2024-03-09,Laptop,Multan,1,75000
2024-03-09,Laptop,Islamabad,20,75000
2024-03-09,Laptop,Lahore,14,75000
2024-03-09,Phone,Lahore,4,45000
2024-03-09,Headphones,Multan,5,8000
2024-03-09,Tablet,Islamabad,23,35000
2024-03-09,Tablet,Karachi,13,35000
2024-03-09,Tablet,Peshawar,24,35000
2024-03-09,Tablet,Peshawar,15,35000
2024-03-10,Phone,Islamabad,6,45000
2024-03-10,Monitor,Karachi,1,25000
2024-03-10,Headphones,Lahore,23,8000
2024-03-10,Laptop,Quetta,19,75000
2024-03-10,Monitor,Quetta,13,25000
2024-03-10,Tablet,Islamabad,6,35000
2024-03-10,Monitor,Karachi,15,25000
2024-03-10,Headphones,Karachi,16,8000
2024-03-10,Laptop,Peshawar,24,75000
2024-03-10,Laptop,Lahore,23,75000
2024-03-10,Headphones,Multan,16,8000
2024-03-10,Headphones,Karachi,10,8000
2024-03-10,Tablet,Multan,22,35000
2024-03-11,Laptop,Quetta,9,75000
2024-03-11,Monitor,Multan,9,25000
2024-03-11,Phone,Lahore,17,45000
2024-03-11,Phone,Lahore,17,45000
2024-03-11,Headphones,Multan,17,8000
2024-03-11,Tablet,Islamabad,24,35000
2024-03-11,Phone,Karachi,12,45000
2024-03-11,Laptop,Islamabad,13,75000
2024-03-11,Headphones,Multan,12,8000
2024-03-11,Monitor,Karachi,14,25000
2024-03-11,Headphones,Peshawar,10,8000
2024-03-11,Monitor,Islamabad,23,25000
2024-03-11,Headphones,Islamabad,19,8000
2024-03-11,Headphones,Multan,2,8000
2024-03-12,Headphones,Quetta,4,8000
2024-03-12,Monitor,Multan,19,25000
2024-03-12,Monitor,Islamabad,7,25000
2024-03-12,Headphones,Karachi,15,8000
2024-03-12,Phone,Quetta,15,45000
2024-03-12,Tablet,Multan,24,35000
2024-03-12,Tablet,Multan,6,35000
2024-03-12,Tablet,Islamabad,3,35000
2024-03-12,Monitor,Islamabad,6,25000
2024-03-12,Monitor,Peshawar,16,25000
2024-03-12,Phone,Multan,2,45000
2024-03-12,Tablet,Islamabad,7,35000
2024-03-12,Tablet,Lahore,11,35000
2024-03-12,Headphones,Quetta,7,8000
2024-03-13,Monitor,Lahore,4,25000
2024-03-13,Tablet,Quetta,24,35000
2024-03-13,Phone,Multan,20,45000
2024-03-13,Phone,Peshawar,7,45000
2024-03-13,Tablet,Islamabad,4,35000
2024-03-13,Monitor,Islamabad,12,25000
2024-03-13,Phone,Islamabad,5,45000
2024-03-13,Headphones,Multan,23,8000
2024-03-13,Phone,Quetta,19,45000
2024-03-13,Laptop,Islamabad,5,75000
2024-03-13,Laptop,Lahore,19,75000
2024-03-13,Monitor,Islamabad,21,25000
2024-03-13,Tablet,Multan,3,35000
2024-03-14,Monitor,Peshawar,11,25000
2024-03-14,Monitor,Lahore,7,25000
2024-03-14,Monitor,Islamabad,17,25000
2024-03-14,Monitor,Islamabad,9,25000
2024-03-14,Headphones,Karachi,21,8000
2024-03-14,Headphones,Quetta,9,8000
2024-03-14,Phone,Lahore,10,45000
2024-03-14,Laptop,Karachi,13,75000
2024-03-14,Monitor,Peshawar,15,25000
2024-03-14,Phone,Quetta,22,45000
2024-03-14,Laptop,Lahore,5,75000
2024-03-14,Tablet,Islamabad,3,35000
2024-03-14,Headphones,Lahore,8,8000
2024-03-14,Laptop,Islamabad,20,75000
2024-03-15,Tablet,Quetta,10,35000
2024-03-15,Laptop,Islamabad,13,75000
2024-03-15,Headphones,Peshawar,3,8000
2024-03-15,Headphones,Multan,22,8000
2024-03-15,Phone,Islamabad,8,45000
2024-03-15,Monitor,Peshawar,9,25000
2024-03-15,Laptop,Multan,22,75000
2024-03-15,Laptop,Quetta,21,75000
2024-03-15,Tablet,Quetta,12,35000
2024-03-15,Headphones,Lahore,11,8000
2024-03-15,Laptop,Peshawar,2,75000
2024-03-15,Headphones,Peshawar,18,8000
2024-03-15,Laptop,Karachi,9,75000
2024-03-15,Phone,Karachi,2,45000
2024-03-16,Monitor,Multan,2,25000
2024-03-16,Laptop,Multan,3,75000
2024-03-16,Headphones,Karachi,16,8000
2024-03-16,Phone,Multan,19,45000
2024-03-16,Laptop,Islamabad,4,75000
2024-03-16,Tablet,Karachi,23,35000
2024-03-16,Monitor,Peshawar,18,25000
2024-03-16,Laptop,Islamabad,20,75000
2024-03-16,Phone,Multan,18,45000
2024-03-16,Tablet,Quetta,10,35000
2024-03-16,Phone,Lahore,11,45000
2024-03-16,Phone,Karachi,17,45000
2024-03-16,Tablet,Quetta,24,35000
2024-03-17,Phone,Multan,23,45000
2024-03-17,Tablet,Peshawar,24,35000
2024-03-17,Laptop,Lahore,20,75000
2024-03-17,Tablet,Quetta,16,35000
2024-03-17,Tablet,Lahore,20,35000
2024-03-17,Monitor,Karachi,13,25000
2024-03-17,Tablet,Multan,2,35000
2024-03-17,Tablet,Peshawar,24,35000
2024-03-17,Laptop,Multan,2,75000
2024-03-17,Monitor,Lahore,14,25000
2024-03-17,Headphones,Quetta,4,8000
2024-03-17,Laptop,Karachi,17,75000
2024-03-17,Laptop,Karachi,13,75000
2024-03-17,Headphones,Multan,4,8000
2024-03-18,Tablet,Quetta,3,35000
2024-03-18,Phone,Quetta,12,45000
2024-03-18,Monitor,Lahore,22,25000
2024-03-18,Phone,Multan,23,45000
2024-03-18,Headphones,Multan,8,8000
2024-03-18,Laptop,Islamabad,2,75000
2024-03-18,Laptop,Multan,6,75000
2024-03-18,Monitor,Karachi,22,25000
2024-03-18,Laptop,Lahore,10,75000
2024-03-18,Laptop,Quetta,12,75000
2024-03-18,Monitor,Multan,21,25000
2024-03-18,Monitor,Lahore,10,25000
2024-03-18,Headphones,Multan,10,8000
2024-03-18,Laptop,Quetta,23,75000
2024-03-19,Laptop,Peshawar,3,75000
2024-03-19,Headphones,Quetta,20,8000
2024-03-19,Tablet,Quetta,10,35000
2024-03-19,Tablet,Quetta,9,35000
2024-03-19,Tablet,Multan,20,35000
2024-03-19,Headphones,Islamabad,19,8000
2024-03-19,Laptop,Quetta,14,75000
2024-03-19,Headphones,Karachi,2,8000
2024-03-19,Headphones,Karachi,5,8000
2024-03-19,Tablet,Lahore,20,35000
2024-03-19,Phone,Islamabad,8,45000
2024-03-19,Laptop,Lahore,7,75000
2024-03-19,Tablet,Karachi,6,35000
2024-03-20,Phone,Karachi,11,45000
2024-03-20,Phone,Peshawar,12,45000
2024-03-20,Monitor,Quetta,18,25000
2024-03-20,Laptop,Karachi,19,75000
2024-03-20,Phone,Multan,10,45000
2024-03-20,Tablet,Multan,21,35000
2024-03-20,Monitor,Lahore,14,25000
2024-03-20,Laptop,Lahore,3,75000
2024-03-20,Headphones,Quetta,18,8000
2024-03-20,Tablet,Quetta,24,35000
2024-03-20,Phone,Peshawar,15,45000
2024-03-20,Phone,Islamabad,6,45000
2024-03-20,Tablet,Lahore,10,35000
2024-03-20,Phone,Quetta,12,45000
2024-03-21,Monitor,Lahore,7,25000
2024-03-21,Laptop,Quetta,17,75000
2024-03-21,Monitor,Karachi,1,25000
2024-03-21,Phone,Lahore,18,45000
2024-03-21,Headphones,Karachi,15,8000
2024-03-21,Laptop,Lahore,19,75000
2024-03-21,Laptop,Islamabad,1,75000
2024-03-21,Tablet,Peshawar,5,35000
2024-03-21,Tablet,Multan,15,35000
2024-03-21,Headphones,Multan,3,8000
2024-03-21,Laptop,Multan,1,75000
2024-03-21,Headphones,Karachi,8,8000
2024-03-21,Tablet,Quetta,12,35000
2024-03-21,Tablet,Multan,22,35000
2024-03-22,Laptop,Islamabad,19,75000
2024-03-22,Monitor,Multan,12,25000
2024-03-22,Phone,Lahore,13,45000
2024-03-22,Tablet,Karachi,1,35000
2024-03-22,Tablet,Lahore,19,35000
2024-03-22,Monitor,Lahore,6,25000
2024-03-22,Monitor,Lahore,8,25000
2024-03-22,Headphones,Peshawar,4,8000
2024-03-22,Headphones,Peshawar,5,8000
2024-03-22,Phone,Quetta,22,45000
2024-03-22,Phone,Karachi,7,45000
2024-03-22,Laptop,Islamabad,23,75000
2024-03-22,Headphones,Islamabad,4,8000
2024-03-22,Tablet,Islamabad,20,35000
2024-03-23,Headphones,Lahore,4,8000
2024-03-23,Tablet,Peshawar,15,35000
2024-03-23,Monitor,Karachi,21,25000
2024-03-23,Headphones,Lahore,5,8000
2024-03-23,Monitor,Peshawar,24,25000
2024-03-23,Phone,Peshawar,9,45000
2024-03-23,Phone,Multan,2,45000
2024-03-23,Laptop,Multan,7,75000
2024-03-23,Headphones,Karachi,17,8000
2024-03-23,Monitor,Karachi,16,25000
2024-03-23,Tablet,Karachi,17,35000
2024-03-23,Phone,Lahore,20,45000
2024-03-23,Phone,Quetta,23,45000
2024-03-24,Tablet,Karachi,2,35000
2024-03-24,Monitor,Multan,11,25000
2024-03-24,Monitor,Quetta,2,25000
2024-03-24,Headphones,Lahore,1,8000
2024-03-24,Headphones,Quetta,2,8000
2024-03-24,Laptop,Islamabad,23,75000
2024-03-24,Phone,Quetta,9,45000
2024-03-24,Headphones,Karachi,22,8000
2024-03-24,Monitor,Lahore,2,25000
2024-03-24,Tablet,Karachi,15,35000
2024-03-24,Monitor,Multan,10,25000
2024-03-24,Phone,Islamabad,15,45000
2024-03-24,Monitor,Multan,10,25000
2024-03-24,Laptop,Karachi,23,75000
2024-03-25,Phone,Karachi,17,45000
2024-03-25,Tablet,Karachi,9,35000
2024-03-25,Laptop,Peshawar,18,75000
2024-03-25,Phone,Islamabad,4,45000
2024-03-25,Tablet,Karachi,9,35000
2024-03-25,Laptop,Karachi,16,75000
2024-03-25,Laptop,Multan,4,75000
2024-03-25,Phone,Multan,16,45000
2024-03-25,Headphones,Karachi,19,8000
2024-03-25,Laptop,Lahore,1,75000
2024-03-25,Laptop,Peshawar,23,75000
2024-03-25,Tablet,Multan,6,35000
2024-03-25,Monitor,Lahore,10,25000
2024-03-25,Phone,Peshawar,16,45000
2024-03-26,Phone,Karachi,4,45000
2024-03-26,Headphones,Islamabad,22,8000
2024-03-26,Headphones,Quetta,22,8000
2024-03-26,Phone,Quetta,13,45000
2024-03-26,Headphones,Karachi,16,8000
2024-03-26,Tablet,Multan,20,35000
2024-03-26,Phone,Lahore,6,45000
2024-03-26,Headphones,Islamabad,11,8000
2024-03-26,Phone,Peshawar,24,45000
2024-03-26,Monitor,Karachi,3,25000
2024-03-26,Laptop,Islamabad,20,75000
2024-03-26,Phone,Islamabad,10,45000
2024-03-26,Laptop,Multan,1,75000
2024-03-27,Headphones,Peshawar,20,8000
2024-03-27,Laptop,Islamabad,11,75000
2024-03-27,Phone,Multan,12,45000
2024-03-27,Monitor,Lahore,14,25000
2024-03-27,Headphones,Multan,8,8000
2024-03-27,Phone,Lahore,11,45000
2024-03-27,Headphones,Lahore,4,8000
2024-03-27,Tablet,Islamabad,7,35000
2024-03-27,Laptop,Multan,10,75000
2024-03-27,Tablet,Lahore,19,35000
2024-03-27,Phone,Peshawar,4,45000
2024-03-27,Monitor,Islamabad,2,25000
2024-03-27,Headphones,Multan,21,8000
2024-03-27,Laptop,Multan,18,75000
2024-03-28,Headphones,Quetta,14,8000
2024-03-28,Phone,Multan,16,45000
2024-03-28,Headphones,Islamabad,22,8000
2024-03-28,Laptop,Peshawar,11,75000
2024-03-28,Phone,Multan,10,45000
2024-03-28,Headphones,Quetta,17,8000
2024-03-28,Monitor,Islamabad,14,25000
2024-03-28,Phone,Lahore,22,45000
2024-03-28,Phone,Karachi,4,45000
2024-03-28,Monitor,Karachi,19,25000
2024-03-28,Tablet,Lahore,2,35000
2024-03-28,Laptop,Multan,7,75000
2024-03-28,Tablet,Karachi,9,35000
2024-03-28,Headphones,Karachi,19,8000
2024-03-29,Monitor,Lahore,16,25000
2024-03-29,Tablet,Multan,22,35000
2024-03-29,Phone,Multan,16,45000
2024-03-29,Headphones,Lahore,18,8000
2024-03-29,Headphones,Multan,23,8000
2024-03-29,Tablet,Multan,21,35000
2024-03-29,Tablet,Islamabad,21,35000
2024-03-29,Monitor,Islamabad,11,25000
2024-03-29,Laptop,Lahore,7,75000
2024-03-29,Tablet,Peshawar,9,35000
2024-03-29,Tablet,Karachi,4,35000
2024-03-29,Phone,Islamabad,13,45000
2024-03-29,Headphones,Karachi,4,8000
2024-03-30,Laptop,Quetta,19,75000
2024-03-30,Phone,Lahore,2,45000
2024-03-30,Monitor,Peshawar,9,25000
2024-03-30,Monitor,Quetta,12,25000
2024-03-30,Tablet,Quetta,2,35000
2024-03-30,Tablet,Multan,6,35000
2024-03-30,Monitor,Quetta,5,25000
2024-03-30,Tablet,Lahore,5,35000
2024-03-30,Laptop,Islamabad,20,75000
2024-03-30,Tablet,Lahore,22,35000
2024-03-30,Headphones,Islamabad,5,8000
2024-03-30,Tablet,Quetta,4,35000
2024-03-30,Phone,Quetta,9,45000
2024-03-30,Laptop,Peshawar,22,75000
2024-03-31,Phone,Islamabad,10,45000
2024-03-31,Phone,Quetta,16,45000
2024-03-31,Headphones,Multan,10,8000
2024-03-31,Laptop,Karachi,10,75000
2024-03-31,Laptop,Peshawar,19,75000
2024-03-31,Laptop,Lahore,10,75000
2024-03-31,Laptop,Peshawar,6,75000
2024-03-31,Laptop,Karachi,17,75000
2024-03-31,Headphones,Islamabad,5,8000
2024-03-31,Tablet,Lahore,6,35000
2024-03-31,Phone,Lahore,24,45000
2024-03-31,Laptop,Islamabad,15,75000
2024-03-31,Tablet,Peshawar,19,35000
2024-03-31,Tablet,Quetta,18,35000
2024-04-01,Phone,Peshawar,4,45000
2024-04-01,Headphones,Karachi,8,8000
2024-04-01,Monitor,Multan,16,25000
2024-04-01,Monitor,Quetta,24,25000
2024-04-01,Tablet,Peshawar,19,35000
2024-04-01,Phone,Multan,20,45000
2024-04-01,Monitor,Multan,3,25000
2024-04-01,Tablet,Islamabad,10,35000
2024-04-01,Headphones,Karachi,2,8000
2024-04-01,Monitor,Karachi,4,25000
2024-04-01,Tablet,Karachi,6,35000
2024-04-01,Tablet,Quetta,11,35000
2024-04-01,Laptop,Lahore,14,75000
2024-04-01,Headphones,Quetta,16,8000
2024-04-02,Laptop,Peshawar,21,75000
2024-04-02,Phone,Multan,19,45000
2024-04-02,Laptop,Multan,2,75000
2024-04-02,Laptop,Lahore,17,75000
2024-04-02,Monitor,Peshawar,9,25000
2024-04-02,Tablet,Lahore,17,35000
2024-04-02,Headphones,Multan,15,8000
2024-04-02,Laptop,Quetta,7,75000
2024-04-02,Headphones,Karachi,22,8000
2024-04-02,Laptop,Multan,23,75000
